List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants,MarketCapInMillions,International Main Market,FCA Listing Category,
16-Dec-05,COAL OF AFRICA LTD                 ,1771,Mining,Coal,AU,AIM,YES,NO,NO,NO,24.829481,N,,
29-Dec-94,COALFIELD RESOURCES PLC            ,1771,Mining,Coal,GB,Main Market,YES,NO,NO,NO,33.22209576,N,Standard,
20-Dec-54,COBHAM                             ,2713,Aerospace & Defence,Aerospace,GB,Main Market,YES,NO,YES,NO,3312.117296009,N,Premium,
25-Sep-02,COBURG GROUP                       ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,0.5095363,N,,
29-Apr-13,COCA-COLA HBC AG                   ,3537,Beverages,Soft Drinks,CH,Main Market,YES,NO,NO,NO,4980.61466055,Y,Premium,
8-Mar-06,COHORT                             ,2717,Aerospace & Defence,Defence,GB,AIM,YES,NO,NO,NO,99.325819925,N,,
19-Aug-04,COLEFAX GROUP                      ,3726,Household Goods,Furnishings,GB,AIM,YES,NO,NO,NO,44.62375,N,,
2-Jan-14,COLLAGEN SOLUTIONS PLC             ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,5.02629805125,N,,
3-Jul-06,COLT GROUP SA                      ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,LU,Main Market,YES,NO,NO,NO,1232.30215902,Y,Premium,
3-Jul-08,COMMERCIAL BANK OF QATAR(THE)      ,8777,General Financial,Investment Services,QA,Main Market,NO,YES,NO,NO,225.111543706631,Y,Standard,
31-Jul-96,COMMERCIAL INTL BANK(EGYPT)S.A.E   ,8355,Banks,Banks,EG,Main Market,NO,YES,NO,NO,2166.33464175465,Y,Standard,
24-Apr-13,COMMERZBANK AG                     ,8355,Banks,Banks,DE,Main Market,YES,NO,NO,NO,10727.8802599342,Y,Standard,
27-Jun-94,COMMUNISIS                         ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,109.36942225,N,Premium,
21-Dec-09,COMPAL ELECTRONICS INC             ,9572,Technology Hardware & Equipment,Computer Hardware,TW,Main Market,NO,YES,NO,NO,0,Y,,
8-Jul-14,COMPASS GROUP                      ,5757,Travel & Leisure,Restaurants & Bars,GB,Main Market,YES,NO,NO,NO,17032.76815642,N,Premium,
12-Jun-13,COMPUTACENTER                      ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,923.918205105,N,Premium,
6-Sep-06,COMS PLC                           ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,28.16767153125,N,,
23-Sep-05,CONCHA PLC                         ,3763,Personal Goods,Clothing & Accessories,GB,AIM,YES,NO,NO,NO,69.4022603425,N,,
4-Jul-96,CONCURRENT TECHNOLOGIES            ,9572,Technology Hardware & Equipment,Computer Hardware,GB,AIM,YES,NO,NO,NO,34.8626352,N,,
31-May-06,CONDOR GOLD PLC                    ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,38.16317455,N,,
21-Oct-04,CONEXION MEDIA GROUP PLC           ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,0,N,,
30-Aug-06,CONNECT GROUP PLC                  ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,332.3913254725,N,Premium,
31-Jul-07,CONNEMARA MINING PLC               ,1775,Mining,General Mining,IE,AIM,YES,NO,NO,NO,0.83669565,N,,
30-May-00,CONROY GOLD & NATURAL RESOURCES PLC,1777,Mining,Gold Mining,IE,AIM,YES,NO,NO,NO,4.26999972,N,,
15-Aug-83,CONSORT MEDICAL PLC                ,4537,Health Care Equipment & Services,Medical Supplies,GB,Main Market,YES,NO,NO,NO,208.3962384,N,Premium,
31-Jul-13,CONVIVIALITY RETAIL PLC            ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,GB,AIM,YES,NO,NO,NO,106.04849211,N,,
27-Aug-09,CONYGAR INVESTMENT CO(THE)         ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,154.38811805,N,,
10-Jan-14,CONYGAR ZDP PLC                    ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,NO,NO,YES,NO,32.1375,N,Standard,
10-Jan-94,CO-OPERATIVE GROUP LTD             ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
13-Dec-10,COPPER DEVELOPMENT CORP            ,1755,Industrial Metals,Nonferrous Metals,VG,AIM,YES,NO,NO,NO,0.87189901725,N,,
4-Jul-01,CORAC GROUP                        ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,18.4828317625,N,,
6-Sep-11,CORAL PRODUCTS                     ,2723,General Industrials,Containers & Packaging,GB,AIM,YES,NO,NO,NO,8.8238840875,N,,
12-Mar-07,CORE VCT IV PLC                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2.821822095,N,Premium,
10-Mar-06,CORE VCT PLC                       ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,14.725062635,N,Premium,
24-Apr-07,CORE VCT V PLC                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2.87461694,N,Premium,
2-Mar-11,CORERO NETWORK SECURITY PLC        ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,16.69929612,N,,
11-Jul-91,CORUS FINANCE                      ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
3-Jan-79,COSTAIN GROUP                      ,2357,Construction & Materials,Heavy Construction,GB,Main Market,YES,NO,NO,NO,290.75426505,N,Premium,
25-Mar-13,COUNTRYWIDE PLC                    ,8637,Real Estate Investment & Services,Real Estate Services,GB,Main Market,YES,NO,NO,NO,1005.05792138,N,Premium,
2-Sep-93,COVENTRY BUILDING SOCIETY          ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
29-Jun-99,CPL RESOURCES                      ,2793,Support Services,Business Training & Employment Agencies,IE,AIM,YES,NO,NO,NO,160.05104751,N,,
24-Mar-10,CPP GROUP PLC                      ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,19.73660245,N,Premium,
15-Dec-10,CQS DIVERSIFIED FUND LTD           ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,84.94378505,N,Premium,
13-Sep-07,CRANEWARE PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,135.27205095,N,,
13-Jul-93,CRANSWICK                          ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,682.3619283,N,Premium,
4-Aug-04,CRAVEN HOUSE CAPITAL PLC           ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,3.48157960605,N,,
11-Apr-08,CRAWSHAW GROUP PLC                 ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,GB,AIM,YES,NO,NO,NO,39.803491475,N,,
30-Aug-94,CREIGHTONS                         ,3767,Personal Goods,Personal Products,GB,Main Market,YES,NO,NO,NO,2.90762135,N,Premium,
18-Feb-13,CREST NICHOLSON HLDGS  PLC         ,3728,Household Goods,Home Construction,GB,Main Market,YES,NO,NO,NO,844.746347885,N,Premium,
29-Jun-93,CRESTON PLC                        ,5555,Media,Media Agencies,GB,Main Market,YES,NO,NO,NO,68.502656145,N,Premium,
5-Feb-73,CRH                                ,2353,Construction & Materials,Building Materials & Fixtures,IE,Main Market,YES,NO,YES,NO,10141.69504194,Y,Premium,
22-Aug-06,CRIMSON TIDE PLC                   ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,7.126584672,N,,
10-Jun-64,CRODA INTERNATIONAL PLC            ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,YES,NO,3094.28758422,N,Premium,
27-Mar-12,CROMA SECURITY SOLUTIONS GROUP PLC ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,6.38111584,N,,
11-Jul-96,CROMPTON GREAVES                   ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,IN,PSM,NO,YES,NO,NO,73.5121619346036,N,Standard,
31-Aug-07,CROPPER(JAMES)                     ,1737,Forestry & Paper,Paper,GB,AIM,YES,NO,NO,NO,33.99870286,N,,
30-Sep-14,CROSSRIDER LTD                     ,5555,Media,Media Agencies,IM,AIM,YES,NO,NO,NO,163.3093429,N,,
8-Apr-98,CROWN PLACE VCT                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,29.2948662,N,Premium,
17-Jun-08,CRYSTAL AMBER FUND LTD             ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,108.3666025875,N,,
22-Mar-10,CSF GROUP PLC                      ,9533,Software & Computer Services,Computer Services,JE,AIM,YES,NO,NO,NO,3.16056617325,N,,
2-Mar-04,CSR PLC                            ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,Main Market,YES,NO,NO,NO,1375.80222926,N,Premium,
30-Jun-10,CUPID PLC                          ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,NO,NO,23.1357219525,N,,
26-Mar-14,CUSTODIAN REIT PLC                 ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,169.103390015,N,Premium,
25-Jun-13,CVC CREDIT PTNRS EUROPEAN OPPS LTD ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,Main Market,YES,NO,NO,NO,428.324972239233,N,Premium,
10-Oct-07,CVS GROUP PLC                      ,5377,General Retailers,Specialized Consumer Services,GB,AIM,YES,NO,NO,NO,215.7076283,N,,
7-Dec-05,CYAN HLDGS PLC                     ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,AIM,YES,NO,NO,NO,11.67729988425,N,,
15-Feb-02,CYPROTEX PLC                       ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,9.762574065,N,,
15-Jul-59,DAEJAN HLDGS                       ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,818.78372906,N,Premium,
14-Jan-13,DAILY INTERNET PLC                 ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,6.1765394075,N,,
11-Nov-32,DAILY MAIL & GENERAL TRUST         ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,2667.89486152,N,Standard,
28-Aug-96,DAIRY CREST GROUP                  ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,554.43346287,N,Premium,
14-May-90,DAIRY FARM INTERNATIONAL HLDGS     ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,BM,Main Market,YES,NO,NO,NO,0,Y,Standard,
2-Nov-07,DAISHIN SECURITIES CO              ,8777,General Financial,Investment Services,KR,PSM,NO,YES,NO,NO,0,N,Standard,
21-Jul-09,DAISY GROUP PLC                    ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,GB,AIM,YES,NO,NO,NO,489.885522145,N,,
19-Mar-14,DALATA HOTEL GROUP PLC             ,5753,Travel & Leisure,Hotels,IE,AIM,YES,NO,NO,NO,276.635,N,,
27-Dec-13,DAMAC REAL ESTATE DEVELOPMENT LTD  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,AE,Main Market,NO,YES,NO,NO,1333.02324584587,Y,Standard,
9-Nov-11,DAMILLE INVESTMENTS II LTD         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,63.9859419,N,,
18-Oct-04,DANIEL STEWART SECURITIES          ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,0,N,,
15-Aug-05,DART GROUP PLC                     ,5751,Travel & Leisure,Airlines,GB,AIM,YES,NO,NO,NO,374.1220458,N,,
7-Jul-03,DARTY PLC                          ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,402.46044416,N,Premium,
20-Mar-97,DATANG INTL POWER GENERATION       ,7535,Electricity,Electricity,CN,Main Market,YES,NO,NO,NO,0,Y,Standard,
20-Oct-06,DATATEC                            ,9533,Software & Computer Services,Computer Services,ZA,AIM,YES,NO,NO,NO,601.686006625,N,,
6-Sep-07,DB X-TRACKERS                      ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,LU,Main Market,YES,NO,NO,NO,0,Y,Standard,
8-Sep-09,DB X-TRACKERS II                   ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,LU,Main Market,YES,NO,NO,NO,0,Y,,
19-May-94,DCC                                ,2797,Support Services,Industrial Suppliers,IE,Main Market,YES,NO,NO,NO,2918.48568518,Y,Premium,
23-Feb-06,DCD MEDIA PLC                      ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,1.087487625,N,,
3-Jan-02,DDD GROUP PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,5.30207145,N,,
27-Mar-47,DE LA RUE                          ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,520.954397975,N,Premium,
9-May-06,DEBENHAMS PLC                      ,5373,General Retailers,Broadline Retailers,GB,Main Market,YES,NO,NO,NO,794.913707533,N,Premium,
21-Sep-00,DECHRA PHARMACEUTICALS             ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,Main Market,YES,NO,NO,NO,658.27442736,N,Premium,
16-Aug-02,DEE VALLEY GROUP                   ,7577,"Gas, Water & Multiutilities",Water,GB,Main Market,YES,NO,NO,NO,55.17999555,N,Premium,
18-Mar-13,DEKELOIL PUBLIC LTD                ,3573,Food Producers,Farming & Fishing,CY,AIM,YES,NO,NO,NO,19.889013365,N,,
8-Nov-01,DELTEX MEDICAL GROUP               ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,15.489134035,N,,
24-Jul-03,DENSITRON TECHNOLOGIES             ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,3.4584553,N,,
23-Apr-08,DEPA LTD                           ,3726,Household Goods,Furnishings,AE,Main Market,NO,YES,NO,NO,17.9504165534688,Y,Standard,
13-Aug-84,DERWENT LONDON PLC                 ,8671,Real Estate Investment Trusts,Industrial & Offices REITs,GB,Main Market,YES,NO,NO,NO,3029.97357754,N,Premium,
16-Jul-76,DEUTSCHE BANK AG                   ,8355,Banks,Banks,DE,Main Market,YES,NO,NO,NO,0,Y,Standard,
14-Jul-86,DEVELOPMENT SECURITIES             ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,262.6841544,N,Premium,
21-Feb-86,DEVELOPMENT SECURITIES(INVESTMENTS),6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
30-Jun-93,DEVRO                              ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,451.89297972,N,Premium,
22-Feb-06,DEWHURST                           ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,29.4448304,N,,
19-Dec-02,DEXION ABSOLUTE LTD                ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,554.9715564839,N,Premium,
6-May-52,DIAGEO                             ,3535,Beverages,Distillers & Vintners,GB,Main Market,YES,NO,NO,NO,45696.90618692,N,Premium,
9-Nov-93,DIALIGHT                           ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,Main Market,YES,NO,NO,NO,276.40744,N,Premium,
11-Dec-07,DIAMOND BANK                       ,8355,Banks,Banks,NG,PSM,NO,YES,NO,NO,80.0406015806464,N,Standard,
1-Feb-07,DIAMONDCORP PLC                    ,1773,Mining,Diamonds & Gemstones,GB,AIM,YES,NO,NO,NO,22.28558346,N,,
4-Mar-10,DIGITAL BARRIERS LTD               ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,34.169083445,N,,
14-Feb-13,DIGITAL GLOBE SERVICES LTD         ,5555,Media,Media Agencies,BM,AIM,YES,NO,NO,NO,46.68529632,N,,
8-Apr-04,DIGNITY PLC                        ,5377,General Retailers,Specialized Consumer Services,GB,Main Market,YES,NO,NO,NO,779.4076885,N,Premium,
15-Jun-06,DILLISTONE GROUP                   ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,18.20668727,N,,
21-Nov-60,DIPLOMA                            ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,787.581105025,N,Premium,
16-Oct-12,DIRECT LINE INSURANCE GROUP PLC    ,8536,Nonlife Insurance,Property & Casualty Insurance,GB,Main Market,YES,NO,NO,NO,4140,N,Premium,
20-Jan-04,DISTIL PLC                         ,3535,Beverages,Distillers & Vintners,GB,AIM,YES,NO,NO,NO,2.63343567575,N,,
28-Apr-11,DIVERSE INCOME TRUST PLC(THE)      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,753.4421649375,N,Premium,
26-Jun-13,DIXONS CARPHONE PLC                ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,4547.92601224,N,Premium,
24-Jul-14,DJI HLDGS PLC                      ,5752,Travel & Leisure,Gambling,GB,AIM,YES,NO,NO,NO,148.144048785,N,,
31-Mar-03,DODS(GROUP)PLC                     ,5557,Media,Publishing,GB,AIM,YES,NO,NO,NO,22.50982563625,N,,
8-Dec-05,DOLPHIN CAPITAL INVESTORS          ,8633,Real Estate Investment & Services,Real Estate Holding & Development,VG,AIM,YES,NO,NO,NO,179.90429408,N,,
2-May-85,DOMINO PRINTING SCIENCES           ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,Main Market,YES,NO,NO,NO,670.70373048,N,Premium,
19-May-08,DOMINO'S PIZZA GROUP PLC           ,5757,Travel & Leisure,Restaurants & Bars,GB,Main Market,YES,NO,NO,NO,1049.97609956,N,Premium,
13-Dec-10,DORIC NIMROD AIR ONE LTD           ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,47.1195,N,,
2-Jul-13,DORIC NIMROD AIR THREE LTD         ,2777,Industrial Transportation,Transportation Services,GG,SFM,NO,NO,NO,NO,0,N,,
14-Jul-11,DORIC NIMROD AIR TWO LTD           ,2713,Aerospace & Defence,Aerospace,GG,SFM,NO,NO,NO,NO,392.1425,N,,
10-Sep-01,DORIEMUS PLC                       ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,8.609999997,N,,
29-Mar-11,DOTDIGITAL GROUP PLC               ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,82.07778376875,N,,
3-May-96,DOWNING ONE VCT PLC                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,65.77174753875,N,Premium,
26-Apr-11,DOWNING PLANNED EXIT VCT 2011 PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,27.885127505,N,Premium,
15-Mar-07,DOWNING PLANNED EXIT VCT 6 PLC     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,7.11832986,N,Premium,
17-Apr-07,DOWNING PLANNED EXIT VCT 7 PLC     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,7.54259481,N,Premium,
25-Mar-09,DOWNING STRUCTURED OPPS VCT 1 PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,30.0879529745,N,Premium,
13-Apr-05,DOWNING THREE VCT PLC              ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,33.445843408,N,Premium,
5-Apr-05,DOWNING TWO VCT PLC                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,80.36685929725,N,Premium,
4-Oct-13,DP AIRCRAFT I LTD                  ,2713,Aerospace & Defence,Aerospace,GG,SFM,NO,NO,NO,NO,75.0062359970447,N,,
28-Jul-10,DP POLAND PLC                      ,5757,Travel & Leisure,Restaurants & Bars,GB,AIM,YES,NO,NO,NO,8.828137285,N,,
1-Jun-11,DP WORLD LTD                       ,2777,Industrial Transportation,Transportation Services,AE,Main Market,YES,NO,NO,NO,9922.65,Y,Premium,
18-Dec-07,DQ ENTERTAINMENT PLC               ,5553,Media,Broadcasting & Entertainment,IM,AIM,YES,NO,NO,NO,5.13400303875,N,,
29-Apr-05,DRAGANFLY INVESTMENTS              ,8775,General Financial,Specialty Finance,JE,AIM,YES,NO,NO,NO,0.502508,N,,
31-May-96,DRAGON OIL                         ,533,Oil & Gas Producers,Exploration & Production,IE,Main Market,YES,NO,NO,NO,2578.55392075,Y,Premium,
1-Jun-07,DRAGON-UKRAINIAN PROPERTIES&DEVLPMT,8633,Real Estate Investment & Services,Real Estate Holding & Development,IM,AIM,YES,NO,NO,NO,31.175845335,N,,
15-Dec-05,DRAX GROUP                         ,7535,Electricity,Electricity,GB,Main Market,YES,NO,NO,NO,2385.898033565,N,Premium,
13-Oct-05,DRIVER GROUP                       ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,27.47687184,N,,
5-May-94,DRS DATA & RESEARCH SERVICES       ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,4.576824,N,Premium,
14-Mar-11,DUET REAL ESTATE FINANCE LTD       ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,44.672320325,N,Premium,
1-Apr-87,DUNEDIN ENTERPRISE INVESTMENT TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,98.1533316,N,Premium,
21-Nov-49,DUNEDIN INCOME GROWTH INVEST TRUST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,396.7340372775,N,Premium,
12-Feb-59,DUNEDIN SMALLER COS INVESTMENT TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,86.62174377,N,Premium,
24-Oct-06,DUNELM GROUP PLC                   ,5375,General Retailers,Home Improvement Retailers,GB,Main Market,YES,NO,NO,NO,1691.821302605,N,Premium,
27-Feb-14,DX PLC                             ,2771,Industrial Transportation,Delivery Services,GB,AIM,YES,NO,NO,NO,196.51499,N,,
23-Jul-04,E2V TECHNOLOGIES                   ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,Main Market,YES,NO,NO,NO,337.543488,N,Premium,
16-Apr-14,EAGLE EYE SOLUTIONS LTD            ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,31.2032856,N,,
30-Jan-01,EARTHPORT PLC                      ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,211.8017565,N,,
23-Mar-06,EASTERN EUROPEAN PROPERTY FUND     ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,11.67962334,N,,
18-Jul-07,EASTPHARMA LTD                     ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,BM,Main Market,NO,YES,NO,NO,21.1342499991673,Y,Standard,
30-Jun-14,EASYHOTEL PLC                      ,5753,Travel & Leisure,Hotels,GB,AIM,YES,NO,NO,NO,59.0625,N,,
22-Nov-00,EASYJET                            ,5751,Travel & Leisure,Airlines,GB,Main Market,YES,NO,NO,NO,5931.554385,N,Premium,
18-May-98,EATON FINANCE NV                   ,6,Debentures & Loans,Debentures & Loans,CW,PSM,NO,NO,YES,NO,0,N,Standard,
5-May-00,EBIQUITY PLC                       ,5555,Media,Media Agencies,GB,AIM,YES,NO,NO,NO,84.1089440825,N,,
21-Sep-95,ECCLESIASTICAL INSURANCE OFFICE    ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
27-Jun-03,ECKOH PLC                          ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,96.4927744625,N,,
28-Nov-13,ECLECTIC BAR GRP PLC               ,5757,Travel & Leisure,Restaurants & Bars,GB,AIM,YES,NO,NO,NO,24.5532079,N,,
26-Sep-95,ECO ANIMAL HEALTH GROUP PLC        ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,104.428044175,N,,
11-Oct-07,ECO CITY VEHICLES PLC              ,5379,General Retailers,Specialty Retailers,GB,AIM,YES,NO,NO,NO,0,N,,
29-Jun-05,ECOFIN WATER & POWER OPPORTUNITIES ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,336.2568232275,N,Premium,
20-Jan-06,ECR MINERALS PLC                   ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,6.503061524,N,,
11-May-12,EDEN RESEARCH                      ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,8.18950687375,N,,
21-Feb-05,EDENVILLE ENERGY PLC               ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,3.343460603,N,,
27-Mar-07,EDGE PERFORMANCE VCT PLC           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,68.76365469,N,Premium,
5-Jul-12,EDGE RESOURCES INC                 ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,12.0804156425,N,,
7-Sep-87,EDINBURGH DRAGON TRUST             ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,536.00038128,N,Premium,
8-Feb-52,EDINBURGH INVESTMENT TRUST         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,1230.8104242,N,Premium,
10-Jul-98,EDINBURGH WORLDWIDE INVESTMENT TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,188.65,N,Premium,
28-Oct-14,EDISTON PPTY INV CO PLC            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,194.275,N,Premium,
4-Aug-98,EFG HERMES HLDGS                   ,8777,General Financial,Investment Services,EG,Main Market,NO,YES,NO,NO,293.061599988453,Y,Standard,
6-Jun-05,EG SOLUTIONS PLC                   ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,10.696539075,N,,
17-Jan-08,EGDON RESOURCES PLC                ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,35.8798964875,N,,
18-Oct-94,EIH                                ,5753,Travel & Leisure,Hotels,IN,Main Market,NO,YES,NO,NO,0,Y,Standard,
23-Mar-07,EIH PLC                            ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,IM,AIM,YES,NO,NO,NO,15.7520614878154,N,,
7-Jul-10,EKF DIAGNOSTICS HOLDINGS PLC       ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,111.751035565,N,,
6-Jun-11,EL ORO LTD                         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,45.1999639,N,,
3-Sep-12,ELAND OIL & GAS PLC                ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,127.1368926,N,,
18-May-98,ELDERSTREET VCT                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,29.4772008,N,Premium,
22-Mar-06,ELECO                              ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,14.22475413,N,,
