Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Solomon Islands,SLB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-170000,-10000,700000,-50000,7854773.957,4888282.38,4435491.323,4578448.86,3464345.96,2410140.22,229841.1266,1029755.42,435328.3545,1962762.257,675325.8448,3100775.194,10482747.15,1680658.818,11599300.84,10439803.07,14513306.93,14173013.22,23370838.21,2096398.903,2025896.239,5944439.122,33871933.24,8804628.106,9900495.542,13028276.9,-9313295.213,-445791.1682,-1801219.734,6015775.632,548149.3494,20453906.9,42791026.52,90622317.54,115413024.2,121564675.9,105447882.6,68257106.56,
Sierra Leone,SLE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,8200000,5200000,3800000,6240000,10500000,10100000,8500000,5058889.549,24258785.87,16083672.27,-18670264.71,7505833.384,4682515.644,1697315.442,5856690.373,-30957002.26,-140310793.7,39409532.64,-23088456.54,22356434.27,32434698.87,7504465.13,-5599050.407,-7462923.506,-2874187.61,7287055.908,663927.9052,1800032.094,104884.9527,533201.7881,39000824.52,9835742.022,10413409.46,8615049.668,61153314.19,90731669.74,58869143.91,95470171.32,53095074.15,110430202.5,238404157.8,714974887.7,548073514.9,
El Salvador,SLV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,12960000,18640000,23360000,-9960000,5880000,-5720000,-1000000,28080000,12360000,12400000,24133631.48,18320000,16960000,14360000,1898272.086,25180498.96,15309478.72,16432044.02,2180000,38037218.6,-4797258.709,59043540.33,1103712164,215800000,173400000,278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,247655868.1,306212967.4,466787694.5,
San Marino,SMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,4500000,1700000,4500000,600000,700000,11790000,2200000,7783955.521,301826.8468,10000,-30000,110000,-762765.8635,-8234280.047,-14941142.09,-709091.5883,3060000,64340000,-43390000,-41160000,5590000,-150000,-60000,2000000,1000000,1000000,1300000,1100000,40000,-810000,270000,40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000,107330000,
Serbia,SRB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125681308.1,96107350.1,62584782.35,44985353.61,1000,740000000,113000000,112000000,51887000,177484000,567326077.6,1405952494,1028060187,2050766877,4968045047,3431919716,2996385201,1935601654,1340194855,2700435377,355286701.7,
South Sudan,SSD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,200000,-50000,,,,-480000,,30000,320000,400000,4200000,3000000,3800000,3000000,3600000,3400000,3501000,15664000,38015839.46,36028527.82,79143388.76,15500000,50600000,32152348.55,22471527.03,
Suriname,SUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-5000000,-6800000,3010000,14200000,7450000,1160000,1060000,-22600000,-13500000,-27400000,18100000,61700000,-11100000,81500000,-70900000,21300000,-60400000,-129600000,-171000000,-299700000,-76800000,18500000,-54300000,-46600000,-30200000,-20600000,19100000,-9200000,9100000,-61500000,-148000000,-26800000,-73600000,-76100000,-37300000,27900000,-163400000,-246700000,-231400000,-93400000,-247700000,145288761.2,65862819.65,
Slovak Republic,SVK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198834261.9,269877766.2,236132979.2,350826240,173745483.8,562131586.6,354306697.5,2052480853,,4104198576,559265399.6,3037419119,2998306985,4071689261,3890418043,4076009621,1605221844,2117516331,3658300079,1527246240,
Slovenia,SVN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,503400000,1659500000,301500000,831400000,970800000,691588429.4,1884932873,1822571058,-354386861.3,634417623.6,816502675.5,-227373077.3,
Sweden,SWE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,108250003.3,84100267.01,65306129.6,83963592.67,76586494.89,80215154.58,4864300.268,81453706.86,69712036.85,112469609.9,250911512.5,181117388.5,355014409,225698175.7,290015353,392953911.9,1082656171,639212993.1,1673425168,1812004571,1982424728,6350883200,-5418689.918,3704921362,6268780978,14939375567,5491883748,10271066269,20017256701,60626719354,23881414455,11243410846,12388454035,5008666344,12118390652,20302602054,22666049640,44410267100,41490542561,9030614660,2077903353,2759409193,4039290161,
Swaziland,SWZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,670000,60000,3532128.368,14469084.23,7359999.994,20009999.98,21734999.98,55476487.31,26451289.82,37081690.02,-13630304.1,-5654788.62,5016005.464,11651363.32,31115542.53,56285915.42,50583524.95,67183250.7,30108364.99,82134779.99,87306719.2,71920619.79,63262111.48,51756162.32,21715844.98,-15313929.48,152720441.7,98270489.56,90658006.19,29330084.35,92050689.64,-60903856.8,69582011.84,-45850344.68,121031132.7,37493846.24,105729374.7,65705859.52,135660413.7,93211828.7,89720196.69,
Sint Maarten (Dutch part),SXM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48480446.93,13508379.89,
Seychelles,SYC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,2200000,1810000,1350000,5840000,1730000,4580000,6335185.215,7064934.16,6328689.099,7506481.803,9519566.795,10069846.48,10014685.8,9122965.262,9773108.986,11646628.42,14197369.67,19404469.32,23202323.48,22429117.36,20239899.2,19582923.96,9014031.003,18836123.16,30736620.72,45884323.21,28812973.89,53398677.96,53209768.43,55216733.48,24326996.84,64740256.51,47717748.07,58425540.73,38014852.1,85879602.73,145815248.3,26389157.07,20608191.29,12659083.08,13315708.96,138749911.9,11595246.34,
Syrian Arab Republic,SYR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-100000,,10000,-45000,10000,140000,100000,90000,,40000,-40000,40000,95000,-20000,50000,15000000,20000000,22000000,27000000,30000000,40000000,54000000,57000000,109000000,251000000,100000000,89000000,80000000,82000000,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1241959115,1465623386,2569548272,1469196863,,,
Turks and Caicos Islands,TCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,21153560.04,34136051.21,-1290000,-430000,-110000,-120000,-90000,9186265.628,53650093.6,28200501.06,8162068.47,1289247.26,18739324.37,9400000,4239527.508,1960770.974,15160901.58,27074698.97,32611570.12,39466173.53,44293940.57,21696680.41,24524970.81,115172421.5,459866391.8,924119210.1,712663454.9,466793492.1,-99342519.36,-278519544.5,-321577212.6,466223061.6,375825152.8,312730575,281916405.8,323490711.2,
Togo,TGO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,-44328180.69,5212005.429,5624596.024,11258562.07,92893665.51,52585152.01,42734849.49,10193888.02,16131768.51,1443319.394,-9936912.147,16275545.97,6113092.437,7150544.289,12966335.72,9169040.444,18239596.96,6479812.947,-13109576.41,-11873037.76,15419538.18,26168568.95,17308098.79,20999902.65,30161787.4,42554875.65,41921340.74,63584654.22,53363887.38,33733636.29,59358133.05,95965416.47,91315553.92,62324369.4,50687212.17,46118873.9,124942198.6,171038613.9,166324169.4,
Thailand,THA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,85626229.2,79117247.89,106077896.2,55653209.32,55280864.57,189859432.3,290555396.4,190868602.2,349606931.8,401019248.9,163200658,262504153.8,351932497.4,1105370110,1775449345,2443549743,2013985971,2113021867,1804040985,1366440825,2067936429,2335837475,3894755071,7314804931,6102677671,3365987583,5067170388,3341612007,5232270340,5860255943,8055353138,9454930945,11326925416,8538342442,4853961111,9103993910,9005266297,10689324361,
Tajikistan,TJK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,9000000,12000000,10000000,18000000,18000000,29940400,6702900,23543300,9495400,36066400,31649700,272025100,54479300,338627400,359967400,375787400,15819400,-15675300,67496200,198280200,
Turkmenistan,TKM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000000,103000000,233000000,108060000,107860000,62300000,125000000,131000000,170000000,276000000,226000000,353700000,418200000,730900000,856000000,1277000000,4553000000,3631000000,3399000000,3159000000,
Timor-Leste,TLS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519000,,908000,8478084.462,8695061.688,39697970.75,49930822.91,28515977.97,48276074.3,18901282.63,
Tonga,TON,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,40000,50000,,,,,,20946.89127,129785.0004,177807.8701,49221.85307,28583.53027,173532.0066,197863.7368,358964.6379,1224036.082,2178053.312,2780521.428,1028451.382,284990.7059,-10526.1492,45708.6176,958145.9919,4802786.466,1106203.233,-327989.8323,3375150.697,4586984.993,7204705.15,11600987.57,29123525.64,5949790.984,423983.4539,11919643.28,27743147.22,8090721.583,
Trinidad and Tobago,TTO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,83200000,103300000,86100000,65600000,120153000,92957979.33,132154443.3,83541666.7,128833333.4,93833333.37,184541666.7,258083333.4,203500000.1,117708333.4,113208333.3,1183673.469,-14527777.78,33138888.89,62907317.07,148894117.6,109411764.7,169341176.5,177882352.9,379211987.1,516174947.2,298934269.1,355399933.9,999347641.8,729767481.2,643300000,679500036,834900044.6,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,1216100000,2527100000,
Tunisia,TUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,109614600,93250961.87,91308657.52,49205031.34,234594450.6,295663767.4,340281452.3,184157540.9,113280412,107849549.9,64229378.64,91714057.29,60619896.73,77950464.59,76280834.91,125456831.4,525760373.9,561897566.6,432008501.8,264340470.5,238337799.3,339087778.5,649849612.5,349849311.9,752179569.8,451862342.2,790795273.4,540878957.4,593673054.3,712714847.3,3239909093,1515345044,2600674976,1525244858,1334497695,432666011.6,1554269129,
Turkey,TUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,684000000,810000000,844000000,636000000,608000000,885000000,722000000,805000000,940000000,783000000,982000000,3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19760000000,8663000000,9036000000,16047000000,12519000000,
Tuvalu,TUV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,3070000,5150000,7690000,6030000,-2060000,-870000,6560000,2940000,6120000,8020000,4580000,18920000,17310000,1520000,-8420000,14510000,-7490000,-470000,3760000,5840000,10000,10000,12169639.33,20457763.54,50000895.26,119936653.8,150066382,157885063.9,172306244.9,516700641.7,463400858.8,388800000,396244758.8,364258864.6,226732347.3,935520591.7,403038991.4,581511807,1383260000,952630000,1840053812,1229403285,1706946137,
Uganda,UGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,4200000,-1200000,-11900000,5200000,1700000,2100000,2050000,800000,1970000,2000000,4000000,,2020000,,,-4000000,,,4700000,-1760000,-5910000,1000000,3000000,54600000,88200000,121200000,121000000,175000000,210000000,140200000,160700000,151496150.7,184648059.2,202192593.6,295416479.8,379808340.7,644262499.9,792305780.9,728860900.7,841570802.7,543872727.3,894293858,1721169095,
Ukraine,UKR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,200000000,159000000,267000000,521000000,623000000,743000000,496000000,595000000,792000000,693000000,1424000000,1715000000,7808000000,5604000000,10193000000,10700000000,4769000000,6451000000,7207000000,7833000000,
Uruguay,URY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,2130000,-830000,-1140000,1390000,-80000,22640000,3150000,66000000,128800000,215500000,289500000,48600000,-13700000,5600000,3400000,-7900000,37000000,50100000,46800000,37700000,41540000,32340000,11300000,101500000,154500000,156600000,136800000,126400000,164100000,235300000,268589000,296794928.2,193748504.7,416407520.4,332369488.4,826626704.3,1508350269,1358736506,2141969341,1602591813,2191067967,2722922748,2906636723,
United States,USA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,1260000000,870000000,1350000000,2120000000,3330000000,2560000000,3250000000,2900000000,5850000000,8700000000,16930000000,25190000000,12474000000,10470000000,24760000000,20010000000,35419000000,58471000000,57736000000,68250000000,48490000000,23180000000,19810000000,51380000000,46130000000,57800000000,86520000000,1.06E+11,1.79E+11,2.89E+11,3.21E+11,1.67E+11,84370000000,63750000000,1.46E+11,1.38E+11,2.94E+11,3.40E+11,3.33E+11,1.54E+11,2.59E+11,2.53E+11,2.04E+11,
Uzbekistan,UZB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,48000000,73000000,-24000000,90000000,166800000,139600000,121200000,74700000,82800000,65300000,82600000,176600000,191600000,173800000,705200000,711300000,842000000,1628000000,1467000000,1094000000,
St. Vincent and the Grenadines,VCT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-500000,600000,1100000,500000,1500000,2100000,1400000,1800000,7370370.37,4962962.963,9111111.111,10592592.59,7666666.667,8896296.296,13900000,31400000,46914814.81,30640740.74,42644444.44,92470370.37,88951851.85,56796296.3,37744444.44,21040370.37,34048255.56,55164448.15,65686166.67,40087314.81,109112344.4,119406900,159243360,110221666.3,97218108.89,85623860.37,125325930.7,
"Venezuela, RB",VEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-23000000,211000000,-376000000,-84000000,-430000000,418000000,-889000000,-3000000,67000000,88000000,55000000,184000000,257000000,86000000,18000000,68000000,16000000,21000000,89000000,213000000,451000000,1916000000,629000000,372000000,813000000,985000000,2183000000,6202000000,4985000000,2890000000,4701000000,3683000000,782000000,2040000000,1483000000,2706000000,198000000,2517000000,1258000000,-2553000000,1903000000,3889000000,2199000000,
Virgin Islands (U.S.),VIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,70000,1820000,-890000,1030000,1250000,4090000,-340000,-10000,463333.3333,-60000,1666666.667,17910000,13050000,131111.1111,690000,-80000,40000,10363703.7,7680000,4070000,180000000,375190278,473945856,926303715,1944515936,1780400000,2395000000,2220000000,1671000000,1412000000,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000,8368000000,
Vanuatu,VUT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,10000,40000,2800000,1790000,3250000,10100000,2350000,4920000,4890000,4635500,7121000,6932931.424,5867099.903,7437905.972,4625776.267,2017424.641,12893061.84,10813576.86,9168584.205,13111196.87,25474518.48,26452893.62,25967921.31,29786175.56,31044914.67,32732115.61,30233300.36,20383379.42,13403366.62,20256089.64,18004322.08,14162544.81,18010732.39,19840843.5,13251642.41,43447011.63,34155234.68,37694497.49,32140846.43,41539938.99,58120161.26,37702975.78,
West Bank and Gaza,PSE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122600000,177200000,163000000,218153104.7,188631782,62005481.83,19176400.67,9440000,17972000,48900000,36242000,18587960,19596000,51508000,300468000,153641047.8,235320965.6,,
Samoa,WSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,20000,10000,15000,15000,160000,20000,65000,300000,310000,60000,223333.3333,197777.7778,160370.3704,-100000,10000,430000,-200000,550000,120000,156666.6667,6600000,3190000,5000000,5000000,3000000,3440000,1160000,19990000,3000000,2000000,-1540000,1200000,-70000,510000,2301483.128,3763664.371,28429959.18,6821727.439,45899093.79,9868116.508,1039671.911,15191487.57,23507733.59,
"Yemen, Rep.",YEM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130900000,282500000,718000000,903000000,15800000,-217700000,-60100000,-138500000,-219400000,-307600000,6399511.23,155140748.1,114301962.2,-89106971.95,143578198.5,-302056736.8,1120975102,917299000,1554624168,129193634.2,-93325353.29,-712813328.9,348809242.1,
South Africa,ZAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,333605987.6,260062023.4,114416029.7,27373025.18,696123636.3,187962807.7,18400004.6,-121900030.5,-109250027.3,-484547334.2,-10300000,65000000,329700000,70900000,419500000,-452643658.3,-50487073.7,-191667969.8,158437159.5,-201208430.6,-75722412.12,254133621.7,3358018.174,11290546.02,374410441.1,1248424933,816389273.8,3810543923,550338596,1503332454,968831356,7270344986,1479804589,783136092.3,701422007.6,6522098178,623291744.3,6586792253,9885001293,7624489974,3693271715,4139289123,4643830666,
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,6430000,5740000,10470000,17720000,51980000,9120000,238430000,18190000,97680000,143850000,109620000,69630000,-2370000,-192790000,-32450000,69190000,5550000,-55080000,-3940000,-6110000,-14460000,12390000,-730000,6870000,-1500000,-22350000,24790000,-44350000,61330000,11160000,71989000.92,80297699.59,141051649.4,391254723.6,409032814.5,166600000,237700000,1793700000,1672700000,-278000000,2728800000,1596024304,2891607809,
Zambia,ZMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,9520000,8420000,29000000,32000000,38000000,38000000,31000000,42960000,38600000,35200000,61700000,-38400000,39000000,25700000,17200000,51500000,28300000,74500000,93300000,163700000,202700000,34300000,45000000,314400000,40000000,97000000,117100000,207400000,198000000,162000000,121700000,145000000,298390000,347000000,389040000,356940000,615790000,1323900000,938600000,694800000,1729300000,1108300000,1066200000,
Zimbabwe,ZWE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,18670000,21840000,23490000,30490000,33350000,28870000,29090000,-3815193.517,2519175.293,146951.3925,1549689.61,3546064.699,-841285.0402,-2074321.691,-2488197.113,2848609.099,7445128.094,-30506683.75,-18033621.86,-10180763.08,-12205847.82,2790485.896,14949899.55,27955135.35,34648879.65,117700000,80900000,135100000,444300000,59000000,23200000,3800000,25900000,3800000,8700000,102800000,40000000,68900000,51600000,105000000,165900000,387000000,399500000,
